Data status,Department,Organisation,Website address,Got everything I wanted,Got most of what I wanted,Got some of what I wanted,Got none of what I wanted,Very Satisfied,Satisfied,Neither satisfied nor dissatisfied,Dissatisfied,Very dissatisfied,Don't Know Satisfied,Very good ease of use,Good ease of use,Neither good nor poor ease of use,Poor ease of use,Very poor ease of use,Don't know ease of use,Very good design,Good design,Neither good nor poor design,Poor design,Very poor design,Don't know design,Very good ease of finding,Good ease of finding,Neither good not poor ease of finding,Poor ease of finding,Very poor ease of finding,Don't know ease of finding,Very good editorial,Good editorial,Neither good nor poor editorial,Poor editorial,Very poor editorial,Don't know editorial,Very good accuracy,Good accuracy,Neither good nor poor accuracy,Poor accuracy,Very poor accuracy,Don't know accuracy,Very good search,Good search,Neither good nor poor search,Poor search,Very poor search,Don't know search,Not used search,Definitely recommend,Probably recommend,Not sure recommend,Probably not recommend,Definitely not recommend,Age 16-19,Age 20-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age 65-74,Age 75+,Prefer not to say age,Sex male,Sex female,Prefer not to say sex,Disability yes,Disability no,Prefer not to say disability,Use Internet every day,Use Internet every two or three days,Use Internet about once a week,Use Internet about once a fortnight,Use Internet about once a month,Use Internet less often,Use Internet don't know,Unique users Apr-10,Unique users May-10,Unique users Jun-10,Unique users Jul-10,Unique users Aug-10,Unique users Sep-10,Unique users Oct-10,Unique users Nov-10,Unique users Dec-10,Unique users Jan-11,Unique Users Feb-11,Unique Users Mar-11,Yearly Unique Users,Visits Apr-10,Visits May-10,Visits Jun-10,Visits Jul-10,Visits Aug-10,Visits Sep-10,Visits Oct-10,Visits Nov-10,Visits Dec-10,Visits Jan-11,Visits Feb-11,Visits Mar-11,Two-page visits Apr-10,Two-page visits May-10,Two-page visits Jun-10,Two-page visits Jul-10,Two-page visits Aug-10,Two-page visits Sep-10,Two-page visits Oct-10,Two-page visits Nov-10,Two-page visits Dec-10,Two-page visits Jan-11,Two-page visits Feb-11,Two-page visits Mar-11,Visit duration Apr-10,Visit duration May-10,Visit duration Jun-10,Visit duration Jul-10,Visit duration Aug-10,Visit duration Sep-10,Visit duration Oct-10,Visit duration Nov-10,Visit duration Dec-10,Visit duration Jan-11,Visit duration Feb-11,Visit duration Mar-11,Page requests Apr-10,Page requests May-10,Page requests Jun-10,Page requests Jul-10,Page requests Aug-10,Page requests Sep-10,Page requests Oct-10,Page requests Nov-10,Page requests Dec-10,Page requests Jan-11,Page requests Feb-11,Page requests Mar-11,Strategy and planning costs,Design and build costs,Hosting and infrastructure costs,Content provision costs,Testing and evaluation costs,SCS ,Grade 6,Grade 7,SEO/SIO,HEO,EO,AO,AA,Other,Staff costs,Sites converged,Single-A automated accessibility,Double-A automated accessibility,Manual testing accessibility,User testing accessibility,Service availability,URL redirection,XML Sitemap,Valid HTML,Valid CSS,Consultation descriptions,Job vacancy descriptions
Received,CLG,Local Government Ombudsman,www.lgo.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12980,13343,14065,15431,13859,14866,15955,15581,11384,15877,16980,17937,155007,18214,18173,19398,21395,18869,19863,21219,20510,14638,21503,23007,23891,10773,10512,11140,13123,10818,11171,11512,11365,8029,12039,12145,12842,322,292,290,304,313,298,304,353,314,373,322,339,74474,68843,73601,89261,74647,76074,77558,78220,54214,83244,83249,88031,0,1350,6417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0
Received,CLG,Ordnance Survey,www.ordnancesurvey.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446862,362430,323203,329545,333548,317702,308644,283854,212875,316571,299784,524054,,493332,493332,441476,448780,454277,428005,416150,386547,284746,427829,409998,640241,493332,493332,441476,448780,454277,428005,416150,386547,284746,427829,409998,640241,180,180,180,180,180,180,180,180,180,180,180,180,3022386,2444942,2135497,2157292,2286089,1920552,1832244,1660179,1227390,1962549,1898135,2189043,0,79000,159000,378927,0,0,0,0,0.5,3.1,0,0,0,1,176180,3,1,1,1,0,99.76,1,1,1,0,0,0
Received,CLG,Planning Inspectorate,www.planning-inspectorate.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23561,20367,22796,21035,19847,19255,19208,19782,16256,20139,19212,19711,,48450,43598,52505,45850,42754,40290,39082,43496,34594,40667,38230,39600,,,,,,,,,,,,,,,,,,,,,,,,,173832,158578,185188,152812,173471,209130,150079,142443,96133,112972,111129,104672,0,0,7250,0,0,0,0,0,0,0,1,0,0,0,25373,0,0,0,0,0,99.99,0,0,0,0,0,0
Received,CLG,Planning Portal,www.planningportal.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322876,329003,323774,329548,334024,339973,325738,201141,319422,320462,296265,327239,3198018,606129,622006,620498,631914,629258,644523,622328,620300,491827,726814,711981,789759,401723,409130,409332,416154,408022,409073,397012,404704,292244,410049,385564,429358,,,,,,,,,,,,,7913238,8014552,8008844,8203987,7652664,7247713,7246127,2531793,6188749,7727465,7756924,8755990,0,993206,2515065,28136,19283,0,2.5,5,5,5,6,1,0,0,1249800,0,0,0,1,1,99.9,1,0,1,1,0,0
Received,CLG,Standards for England,www.standardsforengland.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6147,5752,5882,4603,4494,5571,4455,4600,3435,3936,3690,4072,43986,11666,9525,10172,7871,7166,9315,7024,7718,5404,6000,5419,5922,5944,5239,5773,4728,4049,4863,3921,4202,2899,3401,2945,3140,179,192,177,197,184,210,212,219,190,196,199,180,48209,45529,47352,41285,36514,43962,35289,39985,25205,28524,25883,26997,0,0,4890,0,0,0,0,0,0.5,0,0,1,0,0,47998,0,0,0,0,1,100,1,1,0,0,1,1
Received,CLG,Tenant Services Authority,www.tenantservicesauthority.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25334,22764,26311,15082,15916,20148,64967,55265,45825,50252,39876,26124,348400,40460,34737,44034,21766,23040,30494,78238,67518,55230,60747,50369,38575,25623,22673,26162,12663,14710,18468,26524,20584,14470,19677,19976,21732,198,197,180,166,183,166,92,84,72,92,105,158,160555,141256,166018,79127,92283,112708,196817,160841,118176,149179,137459,135741,0,0,4000,0,0,2,0,0,0,0,0,0,0,0,70000,0,1,1,0,0,100,0,0,0,0,0,0
Received,CLG,Valuation Tribunal,www.valuationtribunal.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251,3102,3153,3292,3371,3208,3117,3322,2395,3212,3081,4150,,6239,5574,5944,5818,6215,5862,5559,6011,4468,5646,4985,6376,3888,3501,3783,3724,3781,3845,3626,3923,2935,3859,3437,4260,180,186,167,184,169,175,192,195,204,202,211,186,,,,,,,,,,,,,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,0,0,1,1,1,1
Received,CLG,West Northants Development Corporation,www.wndc.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,1968,2408,2501,1596,2298,2671,2458,2020,2840,2529,2792,23172,3468,2946,3576,3841,2421,3655,4215,3735,2957,4308,3689,4039,2138,1554,1899,1977,1339,1886,2081,1816,1368,2123,1700,1874,1084,968,1328,1574,1234,1115,1200,851,911,1407,1097,814,14679,11504,13638,15035,9583,12407,13240,11444,8311,13985,11043,12032,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,1,1,0,0,1,1
Not received,CLG,Design for Manufacture Competition,www.designformanufacture.info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CLG,Housing Ombudsman Service,www.housing-ombudsman.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CLG,London Thames Gateway Development Corporation,www.ltgdc.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CLG,Thurrock Development Corporation,www.thurrocktgdc.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CLG,Urban Design Compendium,www.urbandesigncompendium.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,CO,Buying Solutions: The National Procurement Partner for UK Public Services,www.buyingsolutions.gov.uk,,,,,31,37,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,27,4,,,,,,,,,,,,,,,,,,,,,,,,28903,26974,28642,28665,30033,32053,29476,31808,22085,28703,31936,29531,257812,58008,55881,59311,58627,61838,67652,61562,67041,44720,57824,62397,57638,,,,,,,,,,,,,379,395,389,389,376,363,378,376,416,441,388,402,571720,569057,590103,575852,591841,616768,564195,547905,330740,428282,481266,364217,3689,182157,94555,0,0,0,0,0,0.6,1,1.85,0,0,0,91169,0,0,0,0,0,100,0,0,0,0,0,0
Received,CO,Cabinet Office,www.cabinetoffice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116022,171069,103960,102684,79517,89376,120032,112426,206086,98125,118215,105756,1085110,242182,314418,221285,237831,176528,187015,257103,261236,206086,152775,178545,162699,81271,107689,107689,82035,56822,57351,79156,74111,70021,126513,76214,70952,614,388,523,631,694,502,577,545,443,384,357,662,646527,801842,564835,648614,463969,504552,638354,574718,359889,266942,583603,502029,0,75,19110,0,0,1,0,2,1,7,0,1,0,0,177296,0,1,1,1,0,99.95,1,1,1,0,0,1
Received,CO,Central Office of Information (COI),www.coi.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13754,12854,15172,16936,16569,5747,16195,16161,13697,14041,14477,9893,146761,17839,16593,19908,23756,22921,7234,22115,21072,18275,18065,19036,12886,8935,8195,9567,12465,11523,2808,11812,10729,9331,9016,9284,6204,286,287,291,286,270,338,361,339,381,306,339,295,57415,52326,60846,84612,75593,25103,81384,71192,64918,59158,61092,39266,0,46107,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,CO,Civil Service,www.civilservice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296878,303188,274543,334310,267999,273834,270682,258919,205156,345368,314682,318117,2518637,524059,522611,458856,567610,453944,447196,448773,435671,329889,598046,548178,547876,416822,414907,369071,431282,356866,346031,339946,324259,238959,451506,414352,416559,259,240,213,217,240,222,227,225,220,241,240,232,3787812,3562028,2867074,3559995,3168359,2937214,2796253,2796700,1981408,3697010,3551796,3553815,0,0,75823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
Received,CO,data.gov.uk,www.data.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70484,29116,63801,35766,36270,45618,64588,93708,45618,60038,72376,80613,637313,86508,39012,81596,49400,49156,59814,85169,117445,58156,75542,89113,99747,49682,20672,44130,26372,26441,30883,45275,74893,31369,41465,48759,53798,266,317,313,333,325,349,323,366,334,314,307,301,846812,155666,277921,185269,184200,208621,317664,578713,219405,266005,319171,331509,50000,51500,43425,0,6000,0,0,1,2,1,0,0,0,6,699000,0,1,1,1,1,99.9,1,1,1,1,1,1
Received,CO,Directgov,www.direct.gov.uk,41.5,24.8,15.3,18.4,28.8,42.7,14.4,6.7,6.5,0.9,33.8,41.8,13.8,5.6,4.3,0.7,17.9,46.7,24.7,6.6,3.2,0.9,25.5,42.9,16.7,9.2,5,0.7,30.75,42.22,15.9,6.63,3.74,0.76,27.8,40.41,12.5,3.13,2.63,13.53,23.29,37.89,14.58,4.4,2.95,16.89,,45.7,30.2,13.9,5,5.2,,20.31,15.75,16.65,21.44,19.93,5.92,,,43.6,56.4,,20.5,79.5,,,,,,,,,10534432,10523814,10125937,9822224,10137230,10743204,10518570,9942246,8621859,12531481,11174712,13174712,,15501372,15237793,14871207,14465254,15107447,16050247,15347877,14351955,12232492,18124060,16476780,19616267,9145973,8634417,8483992,8035889,8262814,8623905,8105752,7597918,6258612,9710290,8680748,10050345,258,256,257,257,258,254,256,256,254,261,265,265,57327636,54185740,53457473,51116813,52697308,54751605,51635908,47949528,39471738,61364620,55027982,63937242,807000,5212000,2842000,259000,155000,4.25,10.21,28.08,34.57,43.15,16.33,3.58,0,0,12117000,123,1,1,1,1,100,1,1,1,1,1,1
Received,CO,Funding Central,www.fundingcentral.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11915,12505,14673,15980,15622,17255,16364,17676,14133,19713,17933,17914,191663,25741,26897,31126,30741,31132,33036,32397,34374,27492,38802,37277,39432,13690,13450,16436,15853,15622,17254,16362,17674,14112,19712,17930,17914,360,360,360,480,420,360,360,360,300,360,300,300,174235,167686,207490,215814,197155,211499,217868,220553,155682,239448,221853,213194,44603,76943,17596,122200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,98.97,0,0,1,1,1,1
Received,CO,Number 10,www.number10.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211283,520358,253531,189337,134190,129724,244833,218971,209675,180880,196322,182451,2331386,249708,755572,363105,276389,190579,179395,317136,300705,209675,239526,257540,243177,81774,423106,423106,114309,75928,70722,132592,111927,76417,86746,89860,542579,93,175,112,112,107,101,108,105,95,95,104,102,559435,3009907,977313,683594,473227,440038,769850,680913,455063,531977,565449,542579,0,999,66576,60573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
Not received,CO,alpha.gov.uk,www.alpha.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CO,Cabinet Office Relocation Initiative,www.csvacs.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CO,Commissioner for Public Appointments,www.publicappointmentscommissioner.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CO,Committee on Standards in Public Life,www.public-standards.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CO,Faststream,faststream.civilservice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CO,Office of Government Commerce,www.ogc.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,CO,Social Enterprise Ambassadors,socialenterpriseambassadors.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,DCMS,"Department for Culture, Media and Sport (DCMS)",www.culture.gov.uk,34.4,32.4,25.7,7.5,25,43.4,17.3,3.1,2.9,8.3,16.5,54.6,14.8,5.2,1.6,7.3,16.9,51.8,18.4,4.9,2.1,5.9,10.8,49.6,22.2,7.8,2.8,6.8,16.7,55.3,16.3,4,1.6,6.1,19.5,48.2,15.6,4.7,1.9,10.1,15.1,41.2,16.9,6.8,2.4,17.6,,21.8,38.8,21.8,14.8,2.8,4.4,10.3,24,22,19.1,13.8,4.4,0.9,1.1,48.2,50.4,1.4,7.6,90.4,2,92,5,0.7,0.4,1.4,0.2,0.3,95997,95471,68555,83576,70276,63741,78553,84642,86337,104923,92015,92385,,321496,345446,304103,332196,274379,244334,270063,287942,278292,320190,281917,305246,,,,,,,,,,,,,,,,,,,,,,,,,2015225,2475251,1893214,2068363,1695619,1756429,1895924,1787990,1617607,1578512,1660358,1812488,39739,44050,54642,15341,0,0.1,0.1,0.25,0.82,0.72,0.6,0,0,0,79751,1,1,1,1,0,100,1,1,0,0,1,0
Not received,DCMS,Active Places,activeplaces.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Arts Council,www.artscouncil.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,C&binet,www.cabinetforum.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Cultural Property Advice,www.culturalpropertyadvice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Digital Television,www.digitaltelevision.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Football Licensing Authority,www.flaweb.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Gambling Commission,www.gamblingcommission.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Government Art Collection,www.gac.culture.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Heritage Lottery Fund,www.hlf.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Horserace Betting Levy Board,www.hblb.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Inspiring Learning for All,www.inspiringlearning.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,"Museums, Libraries and Archives Council (MLA)",www.mla.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,National Historic Ships,www.nationalhistoricships.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,National Lottery Commission,www.natlotcomm.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Olympic Lottery Distributor,www.olympiclotterydistributor.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,People's Network (LIC),www.peoplesnetwork.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,Public Lending Right and Public Lending Right Advisory Committee (PLR),www.plr.uk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
